Put,Del,Get
0.00122846,0.0000103309,0.00000935166
0.00120039,0.0000106037,0.00000967205
0.00131772,0.0000103198,0.00000969125
0.00127653,0.0000099605,0.00000927759
0.00126179,0.0000102595,0.0000095761
0.00120932,0.0000111238,0.0000101949
0.00133179,0.0000103706,0.00000937797
0.000965266,0.000010179,0.00000937981
0.00163746,0.00000997319,0.00000919719
0.00146711,0.0000100826,0.00000938647
0.00111754,0.0000115489,0.0000107
0.00147515,0.00000937269,0.00000891466
0.00113488,0.0000105264,0.00000937686
0.00155309,0.0000124824,0.000011034
0.00113956,0.00000936175,0.00000883814
0.00149596,0.0000102106,0.00000997285
0.00135618,0.0000117453,0.0000105229
0.00124551,0.0000100699,0.00000939295
0.00136617,0.0000106404,0.00000883499
0.00114477,0.0000106251,0.00000886504
0.0012962323,0.0000104893515,0.000009577869
1296.2323,10.4893515,9.577869
