Put,Del,Get
0.000278612,0.00000966963,0.00000907931
0.000275747,0.00000983225,0.00000906515
0.000280626,0.00000958537,0.00000913128
0.00028404,0.00000971581,0.00000917401
0.000289138,0.0000108471,0.0000100874
0.00029251,0.00000956912,0.00000989441
0.00030621,0.0000101254,0.00000950238
0.000307694,0.0000100622,0.00000951656
0.000316325,0.0000102467,0.0000106326
0.000309098,0.00000984337,0.00000974349
0.000308355,0.00000968319,0.00000918005
0.000306114,0.00000973219,0.00000926185
0.000314643,0.0000101792,0.00000970391
0.000316082,0.0000101506,0.00000949032
0.000326157,0.0000100254,0.0000100555
0.000325831,0.00000976075,0.00000956506
0.000328999,0.0000103289,0.00000991703
0.000330567,0.000010202,0.00000987831
0.000329418,0.0000100113,0.00000945281
0.000341542,0.000009962,0.00000975765
0.0003083854,0.000009976624,0.000009604454
308.3854,9.976624,9.604454
